Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Organism Part]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Assay Name	Comment [Fluorescent Labels]	Comment [Fluorescent Label Reference DOIs]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
4E2807EBE0	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"4E2807EBE0_8bit_lynEGFP_seg.tif;"	"./4E2807EBE0/4E2807EBE0_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
50A3A129F9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"50A3A129F9_8bit_lynEGFP_seg.tif;"	"./50A3A129F9/50A3A129F9_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
5289DAC61C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"5289DAC61C_8bit_lynEGFP_seg.tif;"	"./5289DAC61C/5289DAC61C_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
5AFF045EBD	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"5AFF045EBD_8bit_lynEGFP_seg.tif;"	"./5AFF045EBD/5AFF045EBD_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
5F6D469A95	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"5F6D469A95_8bit_lynEGFP_seg.tif;"	"./5F6D469A95/5F6D469A95_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
6ACC2844A6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"6ACC2844A6_8bit_lynEGFP_seg.tif;"	"./6ACC2844A6/6ACC2844A6_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
6D2084BCB4	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"6D2084BCB4_8bit_lynEGFP_seg.tif;"	"./6D2084BCB4/6D2084BCB4_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
7386DF8F0F	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"7386DF8F0F_8bit_lynEGFP_seg.tif;"	"./7386DF8F0F/7386DF8F0F_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
74FF349E2F	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"74FF349E2F_8bit_lynEGFP_seg.tif;"	"./74FF349E2F/74FF349E2F_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
793CBAF665	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"793CBAF665_8bit_lynEGFP_seg.tif;"	"./793CBAF665/793CBAF665_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
80759AC74C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"80759AC74C_8bit_lynEGFP_seg.tif;"	"./80759AC74C/80759AC74C_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
8C802060C6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"8C802060C6_8bit_lynEGFP_seg.tif;"	"./8C802060C6/8C802060C6_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
96F0FB9612	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"96F0FB9612_8bit_lynEGFP_seg.tif;"	"./96F0FB9612/96F0FB9612_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
991A69891C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"991A69891C_8bit_lynEGFP_seg.tif;"	"./991A69891C/991A69891C_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
9ABCF1CE23	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"9ABCF1CE23_8bit_lynEGFP_seg.tif;"	"./9ABCF1CE23/9ABCF1CE23_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
C8D718E52D	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"C8D718E52D_8bit_lynEGFP_seg.tif;"	"./C8D718E52D/C8D718E52D_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
CFDAF9893E	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"CFDAF9893E_8bit_lynEGFP_seg.tif;"	"./CFDAF9893E/CFDAF9893E_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
D38A387250	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"D38A387250_8bit_lynEGFP_seg.tif;"	"./D38A387250/D38A387250_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
D8EF7BBD36	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"D8EF7BBD36_8bit_lynEGFP_seg.tif;"	"./D8EF7BBD36/D8EF7BBD36_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
E2F8A41369	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"E2F8A41369_8bit_lynEGFP_seg.tif;"	"./E2F8A41369/E2F8A41369_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
EE5CF455D9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"EE5CF455D9_8bit_lynEGFP_seg.tif;"	"./EE5CF455D9/EE5CF455D9_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
EF83427BD6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"EF83427BD6_8bit_lynEGFP_seg.tif;"	"./EF83427BD6/EF83427BD6_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
F3070ACF4F	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"F3070ACF4F_8bit_lynEGFP_seg.tif;"	"./F3070ACF4F/F3070ACF4F_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
F36714457C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_pea3fish	"cldnB:lyn-EGFP; pea3 smFISH;"	"10.1016/j.devcel.2006.02.019; 10.1038/nature13852;"	ENSDART00000013033	pea3	Transcript identifier and gene symbol from Ensembl release 99, Jan 2020	membranes_pea3fish	"F36714457C_8bit_lynEGFP_seg.tif;"	"./F36714457C/F36714457C_8bit_lynEGFP_seg.tif;"	"derived;"	"seg,single-cell segmentation;"	data analysis protocol	idr0079-experimentB-processed.txt
