Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Organism Part]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Assay Name	Comment [Fluorescent Labels]	Comment [Fluorescent Label Reference DOIs]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
C22FC95129	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12648"	membranes_nuclei	"C22FC95129_8bit_lynEGFP.tif; C22FC95129_8bit_NLStdTomato.tif"	"./C22FC95129/C22FC95129_8bit_lynEGFP.tif; ./C22FC95129/C22FC95129_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
D2470961E8	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12649"	membranes_nuclei	"D2470961E8_8bit_lynEGFP.tif; D2470961E8_8bit_NLStdTomato.tif"	"./D2470961E8/D2470961E8_8bit_lynEGFP.tif; ./D2470961E8/D2470961E8_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
D34B941004	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12650"	membranes_nuclei	"D34B941004_8bit_lynEGFP.tif; D34B941004_8bit_NLStdTomato.tif"	"./D34B941004/D34B941004_8bit_lynEGFP.tif; ./D34B941004/D34B941004_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
D486DD3904	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12651"	membranes_nuclei	"D486DD3904_8bit_lynEGFP.tif; D486DD3904_8bit_NLStdTomato.tif"	"./D486DD3904/D486DD3904_8bit_lynEGFP.tif; ./D486DD3904/D486DD3904_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
D9314261C0	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12652"	membranes_nuclei	"D9314261C0_8bit_lynEGFP.tif; D9314261C0_8bit_NLStdTomato.tif"	"./D9314261C0/D9314261C0_8bit_lynEGFP.tif; ./D9314261C0/D9314261C0_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
F8346191C7	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12653"	membranes_nuclei	"F8346191C7_8bit_lynEGFP.tif; F8346191C7_8bit_NLStdTomato.tif"	"./F8346191C7/F8346191C7_8bit_lynEGFP.tif; ./F8346191C7/F8346191C7_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
FDE484C77	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12654"	membranes_nuclei	"FDE484C778_8bit_lynEGFP.tif; FDE484C778_8bit_NLStdTomato.tif"	"./FDE484C778/FDE484C778_8bit_lynEGFP.tif; ./FDE484C778/FDE484C778_8bit_NLStdTomato.tif"	"raw; raw"	"lynEGFP,cell membranes; NLStdTomato,nuclei"	data analysis protocol	idr0079-experimentA-processed.txt
03887B26C1	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12655"	membranes_nuclei	03887B26C1_8bit_lynEGFP_linUnmix.tif	./03887B26C1/03887B26C1_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
15999C80F3	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12656"	membranes_nuclei	15999C80F3_8bit_lynEGFP_linUnmix.tif	./15999C80F3/15999C80F3_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
3BD50B1F34	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12657"	membranes_nuclei	3BD50B1F34_8bit_lynEGFP_linUnmix.tif	./3BD50B1F34/3BD50B1F34_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
492B944A71	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12658"	membranes_nuclei	492B944A71_8bit_lynEGFP_linUnmix.tif	./492B944A71/492B944A71_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
4A644B6C69	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12659"	membranes_nuclei	4A644B6C69_8bit_lynEGFP_linUnmix.tif	./4A644B6C69/4A644B6C69_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
4BDFE7B8D2	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12660"	membranes_nuclei	4BDFE7B8D2_8bit_lynEGFP_linUnmix.tif	./4BDFE7B8D2/4BDFE7B8D2_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
4C059E69BC	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12661"	membranes_nuclei	4C059E69BC_8bit_lynEGFP_linUnmix.tif	./4C059E69BC/4C059E69BC_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
77135D126D	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12662"	membranes_nuclei	77135D126D_8bit_lynEGFP_linUnmix.tif	./77135D126D/77135D126D_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
7ADFA42907	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12663"	membranes_nuclei	7ADFA42907_8bit_lynEGFP_linUnmix.tif	./7ADFA42907/7ADFA42907_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
8179A86D76	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12664"	membranes_nuclei	8179A86D76_8bit_lynEGFP_linUnmix.tif	./8179A86D76/8179A86D76_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
9CB73DC13A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12665"	membranes_nuclei	9CB73DC13A_8bit_lynEGFP_linUnmix.tif	./9CB73DC13A/9CB73DC13A_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
A921B80A44	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12666"	membranes_nuclei	A921B80A44_8bit_lynEGFP_linUnmix.tif	./A921B80A44/A921B80A44_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
B154DF856B	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12667"	membranes_nuclei	B154DF856B_8bit_lynEGFP_linUnmix.tif	./B154DF856B/B154DF856B_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
C22FC95129	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12668"	membranes_nuclei	C22FC95129_8bit_lynEGFP_linUnmix.tif	./C22FC95129/C22FC95129_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
D2470961E8	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12669"	membranes_nuclei	D2470961E8_8bit_lynEGFP_linUnmix.tif	./D2470961E8/D2470961E8_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
D34B941004	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12670"	membranes_nuclei	D34B941004_8bit_lynEGFP_linUnmix.tif	./D34B941004/D34B941004_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
D486DD3904	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12671"	membranes_nuclei	D486DD3904_8bit_lynEGFP_linUnmix.tif	./D486DD3904/D486DD3904_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
D9314261C0	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12672"	membranes_nuclei	D9314261C0_8bit_lynEGFP_linUnmix.tif	./D9314261C0/D9314261C0_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
F8346191C7	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12673"	membranes_nuclei	F8346191C7_8bit_lynEGFP_linUnmix.tif	./F8346191C7/F8346191C7_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
FDE484C77	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12674"	membranes_nuclei	FDE484C778_8bit_lynEGFP_linUnmix.tif	./FDE484C778/FDE484C778_8bit_lynEGFP_linUnmix_seg.tif	derived	lynEGFP unmixed,cell membranes unmixed	data analysis protocol	idr0079-experimentA-processed.txt
03887B26C1	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12675"	membranes_nuclei	03887B26C1_8bit_lynEGFP_linUnmix_seg.tif	./03887B26C1/03887B26C1_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
15999C80F3	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12676"	membranes_nuclei	15999C80F3_8bit_lynEGFP_linUnmix_seg.tif	./15999C80F3/15999C80F3_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
3BD50B1F34	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12677"	membranes_nuclei	3BD50B1F34_8bit_lynEGFP_linUnmix_seg.tif	./3BD50B1F34/3BD50B1F34_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
492B944A71	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12678"	membranes_nuclei	492B944A71_8bit_lynEGFP_linUnmix_seg.tif	./492B944A71/492B944A71_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
4A644B6C69	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12679"	membranes_nuclei	4A644B6C69_8bit_lynEGFP_linUnmix_seg.tif	./4A644B6C69/4A644B6C69_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
4BDFE7B8D2	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12680"	membranes_nuclei	4BDFE7B8D2_8bit_lynEGFP_linUnmix_seg.tif	./4BDFE7B8D2/4BDFE7B8D2_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
4C059E69BC	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12681"	membranes_nuclei	4C059E69BC_8bit_lynEGFP_linUnmix_seg.tif	./4C059E69BC/4C059E69BC_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
77135D126D	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12682"	membranes_nuclei	77135D126D_8bit_lynEGFP_linUnmix_seg.tif	./77135D126D/77135D126D_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
7ADFA42907	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12683"	membranes_nuclei	7ADFA42907_8bit_lynEGFP_linUnmix_seg.tif	./7ADFA42907/7ADFA42907_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
8179A86D76	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12684"	membranes_nuclei	8179A86D76_8bit_lynEGFP_linUnmix_seg.tif	./8179A86D76/8179A86D76_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
9CB73DC13A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12685"	membranes_nuclei	9CB73DC13A_8bit_lynEGFP_linUnmix_seg.tif	./9CB73DC13A/9CB73DC13A_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
A921B80A44	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12686"	membranes_nuclei	A921B80A44_8bit_lynEGFP_linUnmix_seg.tif	./A921B80A44/A921B80A44_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
B154DF856B	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12687"	membranes_nuclei	B154DF856B_8bit_lynEGFP_linUnmix_seg.tif	./B154DF856B/B154DF856B_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
C22FC95129	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12688"	membranes_nuclei	C22FC95129_8bit_lynEGFP_linUnmix_seg.tif	./C22FC95129/C22FC95129_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
D2470961E8	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12689"	membranes_nuclei	D2470961E8_8bit_lynEGFP_linUnmix_seg.tif	./D2470961E8/D2470961E8_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
D34B941004	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12690"	membranes_nuclei	D34B941004_8bit_lynEGFP_linUnmix_seg.tif	./D34B941004/D34B941004_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
D486DD3904	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12691"	membranes_nuclei	D486DD3904_8bit_lynEGFP_linUnmix_seg.tif	./D486DD3904/D486DD3904_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
D9314261C0	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12692"	membranes_nuclei	D9314261C0_8bit_lynEGFP_linUnmix_seg.tif	./D9314261C0/D9314261C0_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
F8346191C7	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12693"	membranes_nuclei	F8346191C7_8bit_lynEGFP_linUnmix_seg.tif	./F8346191C7/F8346191C7_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
FDE484C77	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_nuclei	"cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato"	"10.1016/j.devcel.2006.02.019; 10.1038/nature12694"	membranes_nuclei	FDE484C778_8bit_lynEGFP_linUnmix_seg.tif	./FDE484C778/FDE484C778_8bit_lynEGFP_linUnmix_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
00E41C184C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"00E41C184C_8bit_lynEGFP.tif; 00E41C184C_8bit_tagRFPtUtrCH.tif"	"./00E41C184C/00E41C184C_8bit_lynEGFP.tif; ./00E41C184C/00E41C184C_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
296696DB86	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"296696DB86_8bit_lynEGFP.tif; 296696DB86_8bit_tagRFPtUtrCH.tif"	"./296696DB86/296696DB86_8bit_lynEGFP.tif; ./296696DB86/296696DB86_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
2BDB74A7D6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"2BDB74A7D6_8bit_lynEGFP.tif; 2BDB74A7D6_8bit_tagRFPtUtrCH.tif"	"./2BDB74A7D6/2BDB74A7D6_8bit_lynEGFP.tif; ./2BDB74A7D6/2BDB74A7D6_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
2FC33D7301	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"2FC33D7301_8bit_lynEGFP.tif; 2FC33D7301_8bit_tagRFPtUtrCH.tif"	"./2FC33D7301/2FC33D7301_8bit_lynEGFP.tif; ./2FC33D7301/2FC33D7301_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
